MonthGive,Region,YearsGive,AveDonAmt,LastDonAmt,DonPerYear,NewDonor,Age20t29,Age20t39,Age60pls,Age70pls,Age80pls,AdultAge,SomeUnivP,FinUnivP,hh1t2mem,hh1mem,AveIncEA,DwelValEA,EngPrmLang
Yes,R2,13,29.375,30,0.615384615,No,0.114864865,0.317567568,0.081081081,0.040540541,0.02027027,43.45045045,0.53,0.23,0.49122807,0.157894737,81241,347707,0.93877551
Yes,R3,2,30,40,1.5,No,0.094117647,0.2,0.109803922,0.039215686,0.007843137,46.22093023,0.472727273,0.266666667,0.346666667,0.066666667,84207,531829,0.909448819
Yes,R1,3,17.5,10,0.666666667,No,0.092105263,0.210526316,0.144736842,0.039473684,0,46.24528302,0.363636364,0.163636364,0.586206897,0.172413793,69800,279149,1
Yes,R2,2,25,25,0.5,No,0.090909091,0.25,0.181818182,0.125,0.056818182,48.90298508,0.474137931,0.275862069,0.662337662,0.350649351,49190,203936,0.767441861
Yes,R4,7,18.33333333,25,0.428571429,No,0.143382353,0.356617647,0.022058824,0.003676471,0,37.71875,0.116564417,0.036809816,0.24,0.04,70843,131755,0.882783883
Yes,R2,0,25,25,0,Yes,0.204918033,0.393442623,0.139344262,0.065573771,0.024590164,42.72527473,0.23655914,0.075268817,0.551020408,0.224489796,45623,163231,0.784
Yes,R2,2,27.5,35,1,No,0.124528302,0.226415094,0.166037736,0.060377359,0.011320755,47.73,0.629268293,0.453658537,0.388235294,0.082352941,101658,512151,0.876404494
Yes,R2,3,21.66666667,15,1,No,0.102564103,0.237179487,0.237179487,0.147435897,0.038461539,49.83636364,0.336448598,0.140186916,0.566666667,0.266666667,38819,199780,0.743421053
Yes,R1,4,25,25,0.25,No,0.104761905,0.285714286,0.138095238,0.057142857,0.00952381,45.50993378,0.177304965,0.078014184,0.5875,0.2,49677,199595,0.995215311
No,R3,6,10,10,0.333333333,No,0.160326087,0.326086957,0.135869565,0.04076087,0.010869565,43.468,0.326180258,0.17167382,0.420560748,0.08411215,66092,269664,0.669398907
No,R2,3,20,20,0.333333333,No,0.128787879,0.25,0.257575758,0.159090909,0.068181818,50.62,0.208333333,0.09375,0.758064516,0.387096774,31322,175409,0.916666667
No,R2,1,10,10,1,No,0.077348066,0.281767956,0.165745856,0.071823204,0.011049724,46.55462185,0.17699115,0.088495575,0.5,0.177419355,44997,200821,0.961111111
No,R2,2,4,4,0.5,No,0.057803468,0.196531792,0.231213873,0.098265896,0.023121387,50.70769231,0.203125,0.109375,0.565217391,0.188405797,62045,185119,0.95505618
No,R5,4,25,25,0.25,No,0.141078838,0.248962656,0.323651452,0.195020747,0.049792531,51.68527919,0.238095238,0.095238095,0.774774775,0.279279279,40040,152125,0.893004115
No,R3,3,5,5,0.333333333,No,0.131428571,0.325714286,0.137142857,0.062857143,0.005714286,43.45614035,0.183486239,0.04587156,0.483333333,0.133333333,41472,150556,0.942528736
No,R5,4,50,50,0.5,No,0.029761905,0.130952381,0.422619048,0.18452381,0.035714286,57.04964539,0.21969697,0.083333333,0.712328767,0.109589041,40583,194791,0.964285714
No,R1,4,10,10,0.5,No,0.09223301,0.276699029,0.111650485,0.038834952,0.004854369,44.81944444,0.227272727,0.068181818,0.52,0.146666667,54941,191955,0.990291262
No,R1,4,50,50,0.75,No,0.220338983,0.378531073,0.242937853,0.15819209,0.06779661,46.53191489,0.312977099,0.129770992,0.719512195,0.341463415,32795,206121,0.778409091
No,R5,5,17.5,10,0.8,No,0.097826087,0.277173913,0.032608696,0.005434783,0,40.5,0.383928571,0.241071429,0.290909091,0.054545455,84660,218442,0.967914439
No,R2,4,20,20,0.25,No,0.105932203,0.305084746,0.101694915,0.050847458,0.021186441,43.37086093,0.191780822,0.047945206,0.328767123,0.095890411,50394,211969,0.961538462
No,R5,1,17.5,10,2,No,0.132075472,0.268867925,0.089622642,0.023584906,0.009433962,43.44827586,0.352112676,0.133802817,0.442857143,0.1,57184,143546,0.966981132
No,R4,2,10,15,1,No,0.134328358,0.28358209,0.134328358,0.067164179,0.014925373,44.71276596,0.152173913,0.054347826,0.489361702,0.106382979,61980,151626,0.963768116
No,R5,10,5.5,6,0.2,No,0.100877193,0.285087719,0.219298246,0.144736842,0.061403509,49.1242236,0.15942029,0.043478261,0.609756098,0.219512195,36922,139379,0.995412844
No,R2,1,100,100,1,No,0.186046512,0.503875969,0.147286822,0.093023256,0.03875969,42.36752137,0.555555556,0.398148148,0.892857143,0.607142857,38925,305082,0.920634921
No,R2,7,10,10,0.142857143,No,0.128205128,0.303418803,0.128205128,0.055555556,0.012820513,44.81656805,0.352941177,0.183006536,0.416666667,0.111111111,64281,315729,0.777292576
No,R6,3,5,5,0.666666667,No,0.066666667,0.164102564,0.441025641,0.287179487,0.123076923,59.0310559,0.129770992,0.061068702,0.773809524,0.285714286,45601,154381,0.97826087
No,R1,5,26,2,0.4,No,0.196581197,0.41025641,0.085470086,0.05982906,0.017094017,40.2,0.289473684,0.078947368,0.612244898,0.204081633,35688,124681,0.99122807
No,R1,9,10,5,0.222222222,No,0.071428571,0.224489796,0.096938776,0.040816327,0.005102041,45.19548872,0.304964539,0.141843972,0.447761194,0.164179105,62416,241973,0.964467005
No,R3,2,10,10,0.5,No,0.081395349,0.220930233,0.104651163,0.046511628,0.011627907,45.69767442,0.335443038,0.202531646,0.256756757,0,73326,306425,0.712643678
No,R5,8,20,20,0.125,No,0.083769634,0.204188482,0.282722513,0.183246073,0.120418848,53.82978723,0.194915254,0.101694915,0.628571429,0.3,37564,173438,0.884615385
No,R2,4,7.5,5,0.5,No,0.082644628,0.239669422,0.128099174,0.05785124,0.012396694,45.89873418,0.184931507,0.109589041,0.421052632,0.078947368,61484,266711,0.955465587
No,R2,7,10,10,0.285714286,No,0.173076923,0.42948718,0.070512821,0.019230769,0.006410256,40.30645161,0.495575221,0.203539823,0.642857143,0.3,59311,195055,0.924528302
No,R1,2,25,25,1,No,0.03960396,0.118811881,0.425742574,0.227722772,0.03960396,58.34939759,0.272727273,0.168831169,0.744186047,0.162790698,52009,202689,1
No,R1,4,7,7,0.25,No,0.111764706,0.252941177,0.323529412,0.182352941,0.064705882,52.47761194,0.076923077,0.030769231,0.736842105,0.342105263,34408,104919,0.875
No,R2,9,30,30,0.111111111,No,0.225806452,0.413978495,0.134408602,0.048387097,0.005376344,41.66442953,0.204379562,0.131386861,0.567164179,0.179104478,49539,416485,0.588235294
No,R3,5,8,6,0.4,No,0.081272085,0.229681979,0.077738516,0.035335689,0.007067138,44.51381216,0.300578035,0.12716763,0.308641975,0.061728395,78781,285277,0.88028169
No,R3,5,26.66666667,35,0.6,No,0.131672598,0.348754448,0.09252669,0.035587189,0.007117438,42.28497409,0.201183432,0.106508876,0.321428571,0.083333333,61088,239207,0.891696751
No,R2,14,100,100,0.214285714,No,0.170588235,0.4,0.152941177,0.076470588,0.011764706,43.33333333,0.359375,0.1796875,0.68115942,0.260869565,48139,278995,0.804878049
No,R4,2,20,20,0.5,No,0.137254902,0.367647059,0.029411765,0.009803922,0,38.91176471,0.474820144,0.28057554,0.472222222,0.097222222,76694,198235,0.931707317
No,R2,7,3,3,0.142857143,No,0.095959596,0.237373737,0.116161616,0.035353535,0.01010101,45.53676471,0.52631579,0.368421053,0.315789474,0.070175439,84896,403611,0.984848485
No,R2,4,10,10,0.5,No,0.142857143,0.285714286,0.116541353,0.045112782,0.011278196,44.29473684,0.288770054,0.187165775,0.306666667,0.08,68335,354318,0.756554307
No,R2,1,5,5,1,No,0.141078838,0.319502075,0.203319502,0.095435685,0.020746888,46.9119171,0.339285714,0.220238095,0.5,0.151162791,67024,457329,0.731092437
No,R1,5,20,20,0.2,No,0.16875,0.3625,0.075,0.025,0,40.45132743,0.276422764,0.105691057,0.5,0.178571429,53613,312477,0.968553459
No,R3,6,16.25,30,0.666666667,No,0.11827957,0.284946237,0.150537634,0.080645161,0.016129032,45.50406504,0.280373832,0.074766355,0.523076923,0.153846154,49728,175385,0.994708995
No,R1,10,44,20,0.5,No,0.122807018,0.280701754,0.210526316,0.070175439,0.01754386,46.88095238,0.268292683,0,0.545454546,0.181818182,50078,157349,0.896551724
No,R5,2,20,20,0.5,No,0.153846154,0.318681319,0.181318681,0.115384615,0.043956044,46.48484849,0.083969466,0.015267176,0.652777778,0.25,38375,157219,0.907103825
No,R4,7,30,10,0.285714286,No,0.142857143,0.337142857,0.108571429,0.057142857,0.011428571,43.07317073,0.268292683,0.154471545,0.523076923,0.246153846,60786,131414,0.920903955
No,R5,9,10,10,0.111111111,No,0.107692308,0.292307692,0.169230769,0.046153846,0.015384615,46.52,0.375,0.166666667,0.833333333,0.375,47827,100387,1
No,R6,7,10,10,0.285714286,No,0.206896552,0.456896552,0.034482759,0.025862069,0.00862069,37.12345679,0.211267606,0.112676056,0.511627907,0.209302326,46523,112686,0.965811966
No,R2,1,20,20,1,No,0.149068323,0.304347826,0.236024845,0.142857143,0.049689441,48.552,0.25210084,0.092436975,0.640625,0.296875,36652,345921,0.670807453
No,R2,7,4.5,5,0.285714286,No,0.115740741,0.277777778,0.138888889,0.055555556,0.013888889,45.18831169,0.445945946,0.304054054,0.358208955,0.059701493,80897,354172,0.934579439
No,R1,4,50,50,0.25,No,0.259036145,0.439759036,0.180722892,0.096385542,0.036144578,43.31506849,0.3984375,0.109375,0.857142857,0.459183674,36921,162048,0.922619048
No,R2,6,25,25,0.666666667,No,0.141176471,0.247058824,0.264705882,0.141176471,0.035294118,49.91911765,0.586206897,0.420689655,0.641791045,0.208955224,91848,816287,0.810344828
No,R2,3,35,35,0.333333333,No,0.36,0.67,0.08,0.01,0,36.21875,0.795454546,0.636363636,0.957142857,0.628571429,44747,216614,0.91
No,R1,6,25,25,0.166666667,No,0.073529412,0.220588235,0.264705882,0.110294118,0.022058824,51.10476191,0.141304348,0.076086957,0.74137931,0.224137931,35809,190411,0.99270073
No,R2,2,20,20,0.5,No,0.12745098,0.431372549,0.034313726,0.009803922,0,38.82758621,0.46875,0.2578125,0.5,0.175675676,66759,179884,0.965853659
No,R5,2,10,10,0.5,No,0.089655172,0.220689655,0.151724138,0.055172414,0,46.90825688,0.392156863,0.196078431,0.557692308,0.057692308,76251,277126,0.972972973
No,R1,2,5,5,0.5,No,0.161073826,0.348993289,0.040268456,0.020134228,0.006711409,38.68478261,0.210526316,0.178947368,0.272727273,0.068181818,62715,158974,0.966887417
No,R2,3,26.66666667,20,1,No,0.087209302,0.162790698,0.279069767,0.145348837,0.029069767,52.66666667,0.682539683,0.531746032,0.52631579,0.087719298,110779,0,0.770588235
No,R1,10,6.666666667,5,0.3,No,0.126984127,0.317460318,0.198412698,0.111111111,0.023809524,46.77777778,0.071428571,0.023809524,0.615384615,0.288461539,36742,132549,1
No,R1,2,25,25,0.5,No,0.071917808,0.178082192,0.25,0.116438356,0.017123288,51.52727273,0.471428571,0.285714286,0.557692308,0.096153846,83492,339576,0.924914676
No,R4,3,15,10,0.666666667,No,0.112149533,0.280373832,0.205607477,0.074766355,0.018691589,47.26923077,0.219178082,0.109589041,0.461538462,0.102564103,55560,130614,0.945454546
No,R4,3,5,5,0.333333333,No,0.181318681,0.340659341,0.115384615,0.032967033,0.010989011,41.54621849,0.136,0.016,0.406779661,0.13559322,53641,126157,0.966850829
No,R2,3,20,20,0.333333333,No,0.205673759,0.382978723,0.120567376,0.042553192,0,41.57943925,0.29,0.2,0.434782609,0.130434783,48381,322165,0.398601399
No,R5,9,15,10,0.222222222,No,0.093333333,0.273333333,0.22,0.08,0.02,48.03603604,0.069306931,0.03960396,0.627118644,0.254237288,39666,121572,0.98
No,R2,10,25,25,0.1,No,0.072992701,0.197080292,0.496350365,0.372262774,0.211678832,60.38016529,0.571428571,0.43877551,0.9125,0.5875,44348,667492,0.838461539
No,R2,5,7,7,0.2,No,0.077348066,0.281767956,0.165745856,0.071823204,0.011049724,46.55462185,0.17699115,0.088495575,0.5,0.177419355,44997,200821,0.961111111
No,R1,2,4,3,1,No,0.235294118,0.429411765,0.1,0.047058824,0.023529412,39.33898305,0.18,0.02,0.641791045,0.28358209,31603,144107,0.90797546
No,R6,4,2,2,0.25,No,0.079470199,0.23178808,0.092715232,0.033112583,0.006622517,45.19607843,0.184466019,0.058252427,0.395833333,0,65562,208347,1
No,R3,5,15,15,0.2,No,0.12755102,0.301020408,0.224489796,0.12755102,0.040816327,48.15172414,0.253731343,0.097014925,0.605263158,0.25,41508,228549,0.836734694
No,R1,1,25,25,1,No,0.11627907,0.297674419,0.130232558,0.051162791,0.013953488,44.68874172,0.173913044,0.094202899,0.465753425,0.082191781,59650,183939,0.99537037
No,R1,4,4,4,0.25,No,0.08713693,0.319502075,0.058091286,0.029045643,0,41.27083333,0.142857143,0.055555556,0.4,0.08,56495,140691,0.912133891
No,R3,2,15,5,1,No,0.102661597,0.212927757,0.106463878,0.038022814,0.007604563,45.57692308,0.491803279,0.284153006,0.307692308,0.08974359,88815,322494,0.8
No,R2,7,20,20,0.142857143,No,0.093283582,0.305970149,0.052238806,0.018656716,0.003731343,41.62209302,0.344632768,0.129943503,0.256410256,0.038461539,75951,260135,0.933823529
No,R3,3,25,25,0.333333333,No,0.090047393,0.251184834,0.222748815,0.118483412,0.047393365,49.6122449,0.227586207,0.124137931,0.6125,0.2625,42322,143350,1
No,R2,9,6.666666667,5,0.333333333,No,0.160493827,0.401234568,0.12345679,0.061728395,0.012345679,42.17948718,0.412844037,0.23853211,0.473684211,0.175438597,41550,170093,0.664596273
No,R4,8,20,20,0.125,No,0.218181818,0.431818182,0.036363636,0.004545455,0,36.14893617,0.213235294,0.088235294,0.45945946,0.175675676,57761,100214,0.936936937
No,R1,5,10,10,0.8,No,0.091891892,0.313513514,0.081081081,0.027027027,0,42.65573771,0.299065421,0.168224299,0.453125,0.140625,56151,182069,0.983783784
No,R1,8,20,20,0.125,No,0.063492064,0.190476191,0.349206349,0.222222222,0.063492064,54.71296296,0.319148936,0.20212766,0.790322581,0.306451613,55241,291507,1
No,R1,6,247,247,0.166666667,No,0.08713693,0.319502075,0.058091286,0.029045643,0,41.27083333,0.142857143,0.055555556,0.4,0.08,56495,140691,0.912133891
No,R2,6,15,15,0.166666667,No,0.153061225,0.280612245,0.229591837,0.102040816,0.030612245,47.91034483,0.240310078,0.131782946,0.421875,0.1875,29712,350744,0.352040816
No,R2,2,10,10,0.5,No,0.134259259,0.351851852,0.097222222,0.041666667,0.009259259,42.30263158,0.344370861,0.225165563,0.518987342,0.240506329,57028,239850,0.871559633
No,R2,5,15,20,0.4,No,0.108108108,0.196911197,0.088803089,0.019305019,0.003861004,44.90340909,0.604395604,0.39010989,0.315789474,0.052631579,114072,445109,0.800766284
No,R1,4,22.85714286,25,1.75,No,0.052631579,0.087719298,0.543859649,0.298245614,0.070175439,60.12727273,0.490196078,0.274509804,0.935483871,0.35483871,62253,288669,0.947368421
No,R2,6,30,30,0.166666667,No,0.176470588,0.341911765,0.161764706,0.080882353,0.033088235,44.68811881,0.271276596,0.132978723,0.315068493,0.109589041,53250,391190,0.25
No,R5,1,25,25,1,No,0.083870968,0.24516129,0.129032258,0.058064516,0.006451613,45.86792453,0.13559322,0.084745763,0.509090909,0.054545455,53138,206273,0.884615385
No,R1,2,20,20,0.5,No,0.086705202,0.260115607,0.150289017,0.092485549,0.028901734,46.50833333,0.383333333,0.258333333,0.491803279,0.147540984,52510,258434,0.976470588
No,R4,9,35,50,0.222222222,No,0.098214286,0.263392857,0.049107143,0.022321429,0.004464286,42.69536424,0.48427673,0.295597484,0.430555556,0.125,87390,162956,0.924107143
No,R5,3,10,10,0.333333333,No,0.068421053,0.294736842,0.084210526,0.036842105,0.005263158,43.52542373,0.14953271,0.028037383,0.396551724,0.051724138,50107,148649,0.989417989
No,R1,1,25,25,1,No,0.062222222,0.324444444,0.062222222,0.013333333,0,41.33333333,0.3671875,0.15625,0.323943662,0.084507042,65075,193518,1
No,R3,9,105,100,0.555555556,No,0.165745856,0.342541437,0.187845304,0.132596685,0.049723757,45.93846154,0.152542373,0.06779661,0.569444444,0.208333333,40124,141288,0.97752809
No,R5,4,50,50,0.25,No,0.102857143,0.262857143,0.154285714,0.068571429,0.028571429,46.47107438,0.217741936,0.096774194,0.605633803,0.225352113,47550,141362,0.954545455
No,R5,8,20,20,0.125,No,0.095588235,0.242647059,0.316176471,0.191176471,0.088235294,52.97222222,0.2,0.07,0.785714286,0.371428571,29437,146450,0.978417266
No,R1,6,100,100,0.333333333,No,0.071917808,0.178082192,0.25,0.116438356,0.017123288,51.52727273,0.471428571,0.285714286,0.557692308,0.096153846,83492,339576,0.924914676
No,R5,2,10,10,0.5,No,0.117117117,0.216216216,0.558558559,0.414414414,0.18018018,59.8317757,0.118811881,0.059405941,0.934210526,0.565789474,27110,107059,0.831858407
No,R1,10,15,25,0.2,No,0.084507042,0.197183099,0.492957747,0.281690141,0.098591549,57.38028169,0.245901639,0.114754098,0.933333333,0.577777778,43251,250737,0.971014493
No,R5,4,7.5,5,0.5,No,0.120967742,0.306451613,0.108870968,0.036290323,0.008064516,43.62427746,0.267123288,0.116438356,0.476744186,0.081395349,52725,232056,0.96812749
No,R2,3,100,100,0.333333333,No,0.155172414,0.379310345,0.137931035,0.086206897,0.051724138,44.20833333,0.41025641,0.256410256,0.666666667,0.296296296,50887,232934,0.561403509
No,R4,1,10,10,1,No,0.171717172,0.292929293,0.272727273,0.141414141,0.060606061,49.17073171,0.315068493,0.136986301,0.734693878,0.469387755,42129,131844,0.94
No,R6,6,10,10,0.166666667,No,0.085470086,0.239316239,0.11965812,0.042735043,0.008547009,45.62025317,0.189189189,0.108108108,0.5,0.166666667,53020,140150,0.981308411
No,R1,10,23.33333333,25,0.3,No,0.052884615,0.153846154,0.245192308,0.115384615,0.024038462,51.81935484,0.385620915,0.183006536,0.52631579,0.092105263,78112,343958,0.95215311
No,R2,1,25,25,1,No,0.162303665,0.329842932,0.078534031,0.031413613,0.015706806,42.43571429,0.340909091,0.128787879,0.350877193,0.070175439,65008,297848,0.867724868
No,R5,5,4,4,0.2,No,0.123809524,0.323809524,0.123809524,0.066666667,0.019047619,44.66666667,0.241935484,0.080645161,0.405405405,0.054054054,47618,147760,0.901785714
No,R2,10,20,20,0.1,No,0.144444444,0.411111111,0.05,0.016666667,0,39.02380952,0.3125,0.196428571,0.553846154,0.2,57789,205600,0.826589595
No,R4,3,14,23,0.666666667,No,0.1,0.244444444,0.222222222,0.077777778,0.022222222,49.12676056,0.375,0.171875,0.657894737,0.289473684,51606,409107,0.97752809
No,R1,6,50,50,0.166666667,No,0.05,0.157142857,0.257142857,0.121428571,0.021428571,52.50925926,0.527272727,0.272727273,0.62962963,0.092592593,85904,347794,0.977941177
No,R4,1,10,10,1,No,0.122881356,0.338983051,0.029661017,0.008474576,0.004237288,39.6,0.298013245,0.185430464,0.285714286,0.128571429,61828,133668,0.961864407
No,R5,4,3,3,0.25,No,0.055555556,0.194444444,0.356481482,0.175925926,0.037037037,54.56363636,0.229299363,0.121019108,0.666666667,0.137931035,55822,160897,0.986046512
No,R4,9,50,50,0.111111111,No,0.128712871,0.277227723,0.188118812,0.079207921,0.00990099,46.81578947,0.128571429,0.071428571,0.733333333,0.288888889,36850,108753,0.979381443
No,R5,2,25,25,1,No,0.069565217,0.269565217,0.086956522,0.030434783,0.004347826,43.55172414,0.211267606,0.105633803,0.333333333,0.041666667,59144,195465,0.991341991
No,R2,9,35,35,0.111111111,No,0.086330935,0.237410072,0.258992806,0.122302158,0.028776978,50.74545455,0.436893204,0.165048544,0.768115942,0.362318841,53147,234494,0.919708029
No,R4,1,5,5,1,No,0.115577889,0.336683417,0.075376884,0.030150754,0.010050251,42.08270677,0.292307692,0.138461539,0.47826087,0.188405797,63376,137539,0.98974359
No,R3,1,5,5,1,No,0.151851852,0.344444444,0.07037037,0.02962963,0.007407407,40.55113636,0.154362416,0.080536913,0.297297297,0.121621622,52637,212537,0.718045113
No,R1,1,10,10,1,No,0.050561798,0.168539326,0.43258427,0.359550562,0.117977528,59.66423358,0.248120301,0.142857143,0.7625,0.3375,39957,169461,0.994505495
No,R1,4,10,10,0.25,No,0.160377359,0.330188679,0.481132076,0.377358491,0.179245283,55.92,0.408602151,0.290322581,0.947368421,0.671052632,27515,140062,0.990291262
No,R6,4,5,5,0.5,No,0.148648649,0.331081081,0.128378378,0.040540541,0,43.77570094,0.092783505,0.06185567,0.52631579,0.140350877,47196,74369,0.953333333
No,R2,2,70,50,1,No,0.155797101,0.326086957,0.173913044,0.076086957,0.018115942,45.20192308,0.164021164,0.084656085,0.390243902,0.182926829,52213,339769,0.378676471
No,R5,9,5,5,0.333333333,No,0.20212766,0.393617021,0.191489362,0.106382979,0.04787234,44.12857143,0.308823529,0.117647059,0.641025641,0.205128205,42935,161898,1
No,R6,2,10,10,0.5,No,0.083333333,0.217948718,0.25,0.147435897,0.057692308,51.59649123,0.192982456,0.105263158,0.676056338,0.366197183,37079,141265,0.974358974
No,R4,2,20,20,0.5,No,0.106145251,0.324022346,0.106145251,0.027932961,0.005586592,43.15702479,0.12037037,0.083333333,0.45,0.133333333,57381,127211,0.971590909
No,R1,6,16.875,10,1.333333333,No,0.076923077,0.198717949,0.17948718,0.083333333,0.025641026,49.16513762,0.303921569,0.137254902,0.452830189,0.056603774,63153,186254,0.993670886
No,R5,3,30,40,0.666666667,No,0.065843621,0.181069959,0.106995885,0.057613169,0.012345679,46.90967742,0.309677419,0.161290323,0.38028169,0.070422535,66894,204142,0.991631799
No,R3,4,2,2,0.25,No,0.113744076,0.345971564,0.090047393,0.042654028,0.009478673,42.15671642,0.20952381,0.019047619,0.383333333,0.15,54451,210396,0.852941177
No,R5,1,10,10,1,No,0.085501859,0.241635688,0.12267658,0.063197026,0.018587361,46.01136364,0.416184971,0.202312139,0.329268293,0.085365854,64921,222516,0.996212121
No,R2,5,100,100,0.4,No,0.14893617,0.308510638,0.35106383,0.234042553,0.106382979,52.69230769,0.078947368,0.039473684,0.849056604,0.490566038,25277,81203,0.92631579
No,R4,1,5,5,1,No,0.12890625,0.296875,0.1328125,0.0546875,0.01171875,44.36046512,0.184713376,0.133757962,0.452380952,0.178571429,57253,129087,0.988
No,R5,7,5,5,0.285714286,No,0.077319588,0.159793814,0.381443299,0.19072165,0.030927835,55.61038961,0.278571429,0.15,0.7125,0.1625,44750,147492,0.969072165
No,R1,9,25,25,0.333333333,No,0.069767442,0.15503876,0.372093023,0.217054264,0.046511628,55.89320388,0.319587629,0.195876289,0.701754386,0.263157895,51610,174532,0.953846154
No,R5,5,5,5,0.2,No,0.061728395,0.201646091,0.098765432,0.024691358,0.004115226,45.42105263,0.44137931,0.220689655,0.294117647,0.073529412,74922,249776,0.962962963
No,R2,7,25,25,0.142857143,No,0.118518519,0.288888889,0.077777778,0.037037037,0.007407407,42.60571429,0.197452229,0.082802548,0.329268293,0.097560976,67216,307387,0.958955224
No,R2,1,10,10,1,No,0.094736842,0.257894737,0.205263158,0.089473684,0.02631579,48.43065693,0.175572519,0.076335878,0.616438356,0.205479452,50541,160016,0.963541667
No,R4,1,25,25,1,No,0.143382353,0.356617647,0.022058824,0.003676471,0,37.71875,0.116564417,0.036809816,0.24,0.04,70843,131755,0.882783883
No,R5,2,5,5,0.5,No,0.053333333,0.226666667,0.186666667,0.053333333,0,48.1,0.130434783,0.02173913,0.538461539,0.096153846,47151,110024,0.993421053
No,R4,3,10,10,0.333333333,No,0.124423963,0.304147465,0.087557604,0.032258065,0.00921659,42.90972222,0.180451128,0.082706767,0.417910448,0.104477612,64050,136794,0.924882629
No,R6,5,24,20,1,No,0.082125604,0.289855073,0.053140097,0.014492754,0.004830918,41.68503937,0.296,0.168,0.306451613,0.129032258,66558,116906,1
No,R4,2,25,25,0.5,No,0.118110236,0.283464567,0.039370079,0.011811024,0,41.06832298,0.306748466,0.159509203,0.368421053,0.092105263,75613,150473,0.976
No,R5,2,10,10,0.5,No,0.095238095,0.217687075,0.217687075,0.102040816,0.020408163,49.4368932,0.18556701,0.092783505,0.611111111,0.203703704,47867,95040,0.986486487
No,R1,9,16.66666667,10,0.333333333,No,0.086956522,0.233695652,0.135869565,0.054347826,0.016304348,47.07633588,0.3515625,0.15625,0.492537313,0.179104478,61598,170765,0.93989071
No,R2,1,25,25,1,No,0.154761905,0.265873016,0.107142857,0.043650794,0.011904762,44.0726257,0.448275862,0.298850575,0.267605634,0.070422535,91327,592933,0.698412698
No,R1,3,17.5,25,0.666666667,No,0.095041322,0.268595041,0.136363636,0.070247934,0.016528926,45.86826347,0.36746988,0.240963855,0.452380952,0.119047619,68996,214544,0.859504132
No,R2,10,13.33333333,5,0.3,No,0.132,0.228,0.18,0.096,0.04,48.14285714,0.617486339,0.491803279,0.373333333,0.093333333,119073,900780,0.693227092
No,R5,8,3,2,0.25,No,0.059782609,0.14673913,0.47826087,0.260869565,0.086956522,58.94936709,0.228571429,0.128571429,0.797468354,0.215189873,44371,177158,0.942528736
No,R1,4,20,20,0.25,No,0.103305785,0.276859504,0.20661157,0.095041322,0.02892562,47.94767442,0.137931035,0.062068966,0.534883721,0.11627907,46886,139735,0.965665236
No,R4,1,25,25,1,No,0.136929461,0.302904564,0.112033195,0.045643154,0.01659751,43.53289474,0.141843972,0.035460993,0.518518519,0.172839506,55368,129570,0.904564315
No,R4,10,50,20,0.5,No,0.181318681,0.340659341,0.115384615,0.032967033,0.010989011,41.54621849,0.136,0.016,0.406779661,0.13559322,53641,126157,0.966850829
No,R1,2,5,5,0.5,No,0.166666667,0.333333333,0.075757576,0.015151515,0,39.875,0.076923077,0.038461539,0.642857143,0.178571429,21253,164830,1
No,R4,7,7,7,0.142857143,No,0.170854271,0.331658292,0.095477387,0.060301508,0.035175879,42.26190476,0.201754386,0.131578947,0.507042254,0.211267606,44473,94039,0.943589744
No,R5,3,5,5,0.666666667,No,0.097297297,0.297297297,0.07027027,0.032432432,0.005405405,42.57377049,0.251968504,0.078740158,0.406779661,0.06779661,62306,136090,0.994565217
No,R5,7,10,10,0.142857143,No,0.165898618,0.33640553,0.078341014,0.01843318,0,41.25806452,0.281045752,0.117647059,0.470588235,0.102941177,71900,183582,0.912844037
No,R3,1,5,5,1,No,0.0625,0.20625,0.3375,0.21875,0.09375,55.30645161,0.233009709,0.116504854,0.610169492,0.271186441,49407,163074,0.993103448
No,R5,3,5,5,0.333333333,No,0.075268817,0.268817204,0.050179212,0.014336918,0,42.17647059,0.17816092,0.045977012,0.261904762,0.05952381,72465,168000,0.992957747
No,R2,7,25,20,0.428571429,No,0.12371134,0.201030928,0.128865979,0.046391753,0.005154639,46.38405797,0.639455782,0.455782313,0.290909091,0.036363636,115653,485005,0.795811518
No,R5,8,2,2,0.125,No,0.12631579,0.278947368,0.205263158,0.121052632,0.057894737,48.39552239,0.076923077,0.038461539,0.507692308,0.215384615,41736,135777,0.870967742
No,R5,9,14,20,0.555555556,No,0.107142857,0.25,0.083333333,0.023809524,0.011904762,43.62264151,0.444444444,0.314814815,0.36,0.08,86764,194724,0.976744186
No,R5,6,40,10,0.666666667,No,0.148148148,0.277777778,0.37037037,0.222222222,0.074074074,52.83673469,0.292682927,0.146341463,0.9,0.366666667,38280,121596,0.980769231
No,R3,1,20,20,1,No,0.096385542,0.228915663,0.120481928,0.048192771,0,45.68421053,0.290909091,0.109090909,0.423076923,0.115384615,74192,387798,0.929411765
No,R2,8,50,80,0.25,No,0.160714286,0.285714286,0.136904762,0.065476191,0.011904762,44.96062992,0.691056911,0.552845529,0.482142857,0.178571429,118122,727754,0.853658537
No,R2,9,12.85714286,25,0.777777778,No,0.159090909,0.369318182,0.113636364,0.028409091,0,41.91803279,0.24137931,0.155172414,0.363636364,0.090909091,42418,342508,0.505813954
